Cap,CarbonEmissions,TotalCost
11000,87987.06254583415,77587.38240465397
11000,94268.61292283467,86120.59864960624
11000,91516.23513399999,82294.94029000001
11000,90151.45232882808,81270.67784674864
11000,91607.55060539997,82088.01756400001
11000,95613.60642283467,87525.72564960635
11000,95923.66517283466,89289.4021496062
11000,87319.85513290427,73341.65299761084
11000,90640.42997283468,81757.04514960632
11000,91522.26703400002,82813.849595
11000,91360.25427283469,81734.42314960633
11000,96110.56513741828,88499.46230714391
11000,93759.15488109042,83631.37850132636
11000,89745.83714802649,76290.34271153316
11000,91718.28480434425,80976.66736911742
11000,96358.04907283469,87903.06614960637
11000,93847.4614745,84550.29180000005
11000,94261.9553695,84501.70472000004
11000,95640.41927283465,88368.70364960624
11000,89806.70414615925,77806.21009474926
11000,94726.44837283465,83470.66964960635
11000,96152.50086150959,87333.49673951104
11000,93848.26928839998,82810.78881400001
11000,91460.26329802649,80411.80021153316
11000,96444.627441,90960.572574
11000,94536.80494802649,86345.37921153315
11000,95373.71422283463,86626.38414960621
11000,98351.13302283465,94457.74114960633
11000,96235.03138839999,87438.81081400003
11000,99701.11192283468,95738.49164960632
11000,94254.89422283467,84214.75864960634
11000,93303.59923302651,83697.76694153315
11000,93975.8202884,83044.30581399998
11000,97649.81117283467,93128.69264960634
11000,92742.47103449341,82859.50503364242
11000,91422.6016884,79565.42881400003
11000,90699.8731144,81512.77101000001
11000,92821.01730600957,81986.95901951108
11000,96397.26682283467,86641.17964960636
11000,91580.98404802648,78868.11621153318
11000,95221.05336949998,85241.81172000001
11000,92168.32072283467,81802.45214960631
11000,85563.67609802645,72624.40821153314
11000,92485.86195434423,81448.11936911743
11000,85818.04602283465,70696.78114960632
11000,98710.35337783469,92241.78139960636
11000,90690.04095100958,78174.23543951107
11000,87723.36923400001,76113.056095
11000,93348.71690434426,85930.67886911728
11000,93775.8634228347,85695.86664960628
11000,90864.61203954715,78452.85734529035
11000,95042.84167283466,84886.19014960635
11000,96854.0944043443,89446.83086911743
11000,89556.2573228347,76702.59864960634
11000,92925.19815580001,82654.722464
11000,86799.43834770138,74714.7515214379
11000,85561.68071179342,73675.25466114242
11000,89482.28081900002,78490.43232499999
11000,92986.72918400003,82445.14559500004
11000,96556.20222283468,88494.97314960633
11000,92907.16602599999,81496.76247000002
11000,95971.07260434427,90858.31836911729
11000,82410.90027590429,70563.58635261083
11000,92074.48357250955,80231.43545951108
11000,97934.5835195,92380.16772000003
11000,91922.6601228347,80935.66514960636
11000,85652.31965264918,73393.33336286241
11000,95430.17932283467,90278.82714960622
11000,85594.50179224755,74059.08762164682
11000,93226.11995783467,84549.27987960631
11000,92575.9405728347,81224.41714960632
11000,89001.5474838281,75548.12559674875
11000,94768.69857283466,86312.21964960633
11000,98250.60660434427,93826.8438691174
11000,89195.06906533771,76502.02681625982
11000,92994.69672283472,86237.23464960634
11000,97244.99709615925,92863.34059474908
11000,88715.89780434425,75602.15236911741
11000,91097.3640728347,79136.67264960636
11000,91144.60547775574,79369.26557172001
11000,91914.78762450001,82294.42630000002
11000,91881.42968954716,80307.37484529038
11000,91913.26903400003,81225.81359500003
11000,92219.25106950001,82921.05222
11000,92532.20797283466,80556.26014960634
11000,89386.93409615928,77376.46209474922
11000,94659.73940771246,85760.16943568405
11000,94984.69353840002,86484.36881400003
11000,96404.84467283469,86770.18264960633
11000,96545.28856439999,89259.80301000006
11000,97164.48487449999,91348.59780000005
11000,89834.00445579998,78150.59046400002
11000,88559.19234600003,78414.68599
11000,93723.72350783469,82966.53437960634
11000,87249.91154665579,77237.26616572001
11000,91036.19802783466,82254.96239960633
11000,98022.8516228347,89562.42464960631
11000,94892.11567999999,88981.15552
11000,93956.52043954718,83269.56634529038
11000,94781.09728664998,88358.10138899999
11000,87987.06254583415,77587.38240465397
11000,94268.61292283467,86120.59864960624
11000,91516.23513399999,82294.94029000001
11000,90151.45232882808,81270.67784674864
11000,91607.55060539997,82088.01756400001
11000,95613.60642283467,87525.72564960635
11000,95923.66517283466,89289.4021496062
11000,87319.85513290427,73341.65299761084
11000,90640.42997283468,81757.04514960632
11000,91522.26703400002,82813.849595
11000,91360.25427283469,81734.42314960633
11000,96110.56513741828,88499.46230714391
11000,93759.15488109042,83631.37850132636
11000,89745.83714802649,76290.34271153316
11000,91718.28480434425,80976.66736911742
11000,96358.04907283469,87903.06614960637
11000,93847.4614745,84550.29180000005
11000,94261.9553695,84501.70472000004
11000,95640.41927283465,88368.70364960624
11000,89806.70414615925,77806.21009474926
11000,94726.44837283465,83470.66964960635
11000,96152.50086150959,87333.49673951104
11000,93848.26928839998,82810.78881400001
11000,91460.26329802649,80411.80021153316
11000,96444.627441,90960.572574
11000,94536.80494802649,86345.37921153315
11000,95373.71422283463,86626.38414960621
11000,98351.13302283465,94457.74114960633
11000,96235.03138839999,87438.81081400003
11000,99701.11192283468,95738.49164960632
11000,94254.89422283467,84214.75864960634
11000,93303.59923302651,83697.76694153315
11000,93975.8202884,83044.30581399998
11000,97649.81117283467,93128.69264960634
11000,92742.47103449341,82859.50503364242
11000,91422.6016884,79565.42881400003
11000,90699.8731144,81512.77101000001
11000,92821.01730600957,81986.95901951108
11000,96397.26682283467,86641.17964960636
11000,91580.98404802648,78868.11621153318
11000,95221.05336949998,85241.81172000001
11000,92168.32072283467,81802.45214960631
11000,85563.67609802645,72624.40821153314
11000,92485.86195434423,81448.11936911743
11000,85818.04602283465,70696.78114960632
11000,98710.35337783469,92241.78139960636
11000,90690.04095100958,78174.23543951107
11000,87723.36923400001,76113.056095
11000,93348.71690434426,85930.67886911728
11000,93775.8634228347,85695.86664960628
11000,90864.61203954715,78452.85734529035
11000,95042.84167283466,84886.19014960635
11000,96854.0944043443,89446.83086911743
11000,89556.2573228347,76702.59864960634
11000,92925.19815580001,82654.722464
11000,86799.43834770138,74714.7515214379
11000,85561.68071179342,73675.25466114242
11000,89482.28081900002,78490.43232499999
11000,92986.72918400003,82445.14559500004
11000,96556.20222283468,88494.97314960633
11000,92907.16602599999,81496.76247000002
11000,95971.07260434427,90858.31836911729
11000,82410.90027590429,70563.58635261083
11000,92074.48357250955,80231.43545951108
11000,97934.5835195,92380.16772000003
11000,91922.6601228347,80935.66514960636
11000,85652.31965264918,73393.33336286241
11000,95430.17932283467,90278.82714960622
11000,85594.50179224755,74059.08762164682
11000,93226.11995783467,84549.27987960631
11000,92575.9405728347,81224.41714960632
11000,89001.5474838281,75548.12559674875
11000,94768.69857283466,86312.21964960633
11000,98250.60660434427,93826.8438691174
11000,89195.06906533771,76502.02681625982
11000,92994.69672283472,86237.23464960634
11000,97244.99709615925,92863.34059474908
11000,88715.89780434425,75602.15236911741
11000,91097.3640728347,79136.67264960636
11000,91144.60547775574,79369.26557172001
11000,91914.78762450001,82294.42630000002
11000,91881.42968954716,80307.37484529038
11000,91913.26903400003,81225.81359500003
11000,92219.25106950001,82921.05222
11000,92532.20797283466,80556.26014960634
11000,89386.93409615928,77376.46209474922
11000,94659.73940771246,85760.16943568405
11000,94984.69353840002,86484.36881400003
11000,96404.84467283469,86770.18264960633
11000,96545.28856439999,89259.80301000006
11000,97164.48487449999,91348.59780000005
11000,89834.00445579998,78150.59046400002
11000,88559.19234600003,78414.68599
11000,93723.72350783469,82966.53437960634
11000,87249.91154665579,77237.26616572001
11000,91036.19802783466,82254.96239960633
11000,98022.8516228347,89562.42464960631
11000,94892.11567999999,88981.15552
11000,93956.52043954718,83269.56634529038
11000,94781.09728664998,88358.10138899999
11000,97234.83382283471,89973.80064960633
11000,97421.1736728347,89413.27564960634
11000,96659.49028109045,90188.3460013264
11000,91778.29355783468,80698.90187960635
11000,96183.79988105588,88318.38892292319
11000,94768.4929321246,87269.12715314292
11000,92501.4985725096,83797.85245951108
11000,96020.71577449999,87160.47030000006
11000,95021.91270783468,85050.29537960635
11000,92225.17266950001,83282.03472000004
11000,94426.98292283468,85927.85414960634
11000,94491.25924615924,84699.54159474924
11000,88973.74096950004,75930.83522000002
11000,92765.4401908,82365.55119400003
11000,97167.59750934425,92307.12561911729
11000,87509.2520838281,75306.13709674875
11000,86671.5153728347,75340.91864960632
11000,91462.32815579997,82352.55146400003
11000,87964.28385434425,77402.59236911742
11000,89347.07046440004,79585.03051
11000,99341.128884,95958.27059500001
11000,94631.2016884,86541.37931400003
11000,96689.10058105586,88647.82542292317
11000,90863.98635579998,78318.80596400003
11000,100004.13717999999,97570.26902000002
11000,90854.57262283465,81179.71014960636
11000,100739.99297283465,93773.84414960635
11000,90754.46392283466,77883.71914960632
11000,89429.5865725125,75834.06065968405
11000,94196.93592283467,87559.81814960626
11000,92209.88612283471,79988.04364960635
11000,102041.94157283465,99315.41714960636
11000,89637.09169665577,80594.77866572002
11000,95171.25359340003,86166.34806399999
11000,95671.3076728347,89207.00864960633
11000,86692.54018983468,73763.50489960631
11000,93477.78014802648,83395.42721153307
11000,98086.27407283471,90157.41214960636
11000,84785.69701405575,70240.98931572
11000,93068.22739099998,85785.64524000001
11000,92425.95145434425,81760.17336911743
11000,96057.84429099999,88342.35274000003
11000,93758.28277283466,87363.80164960635
11000,93691.62742283469,82310.61314960638
11000,92845.53862783479,84791.21589960609
11000,95344.51625283468,86415.08184210637
11000,87121.03300450002,75787.89245
11000,92290.48663954715,80175.75534529038
11000,89569.47483109045,79435.34450132631
11000,87575.53292882808,74392.03084674876
11000,96611.69812600005,89955.41297000003
11000,91709.15012949999,79379.44055
11000,95978.92309802645,87617.42321153318
11000,94793.55249802646,83697.44871153319
11000,98383.08579585295,95339.61144675026
11000,90471.51522450004,79886.2673
11000,93433.7928558,82412.40096400001
11000,93643.7248278347,86891.64389960634
11000,93733.99482802648,83685.84340403316
11000,91280.9769873246,80334.92073264292
11000,92240.26184099997,83479.37457400002
11000,96537.8845874183,89639.38130714395
11000,92744.21960580001,84812.17396400003
11000,94309.85282449998,84548.26030000001
11000,88974.4924728347,76356.25414960636
11000,89587.21087283466,76603.47964960634
11000,93046.57562283467,84269.66414960631
11000,91334.46925580001,80564.73196400004
11000,92433.65184802646,81110.23871153318
11000,89950.18561949999,80032.43172000002
11000,96225.81247283466,88066.92464960634
11000,92608.0091288183,84394.31126114394
11000,94228.00163839999,83658.75731400002
11000,90541.81948400005,79283.67909500003
11000,93497.6981278347,83666.87189960633
11000,92050.15982283463,81585.04764960623
11000,97317.30751949998,90382.18572000002
11000,97329.73785579999,88682.10846400005
11000,93894.48279600001,82510.05399000003
11000,92964.21053840002,84391.406314
11000,98756.90553840004,90485.27631400002
11000,92013.0336728347,82967.11014960636
11000,91707.40915450004,81122.30395
11000,97915.876991,92747.65307400002
11000,95112.03447283467,85212.98014960637
11000,91231.22145771248,82499.30543568404
11000,91701.47085434425,79577.42836911742
11000,92433.90267283467,83417.10664960633
11000,96952.06892283467,90202.28914960631
11000,96236.4534644,90472.82401000003
11000,91112.72535879999,86199.89870800001
11000,92855.26175732461,82173.56554014294
11000,92808.78996949998,83132.23422000004
11000,88803.45287283465,78154.56014960632
11000,95063.69357283469,84990.30714960638
11000,88332.6182310904,77324.99900132633
11000,92919.74503580002,82091.99515650002
11000,93635.2603228347,85431.59664960632
11000,91513.83977283466,81580.35164960631
11000,94000.93932283469,84855.97764960637
11000,92724.50317283467,80410.79164960638
11000,90902.5395510096,79750.74813451107
11000,88815.01221950001,76687.37071999999
11000,85371.75905783469,72682.02837960632
11000,95076.72228839998,87365.411148
11000,96242.25582283468,89464.07564960636
11000,86755.96423099181,72376.12902592686
11000,97649.38997283464,89473.09014960636
11000,92466.56593109043,81260.18800132634
11000,93660.72749100001,84268.24224000002
11000,91400.17435580002,79046.78696400003
11000,94855.62327283467,84116.82014960643
11000,93862.38002600003,83566.27097000003
11000,94927.74472283466,87226.07514960635
11000,86241.63140654715,77677.30259529024
11000,94117.80558840002,84831.33781400003
11000,94185.6938278347,87213.44989960632
11000,92330.81147283467,80254.65164960637
11000,95491.28192283468,86777.14714960636
11000,85541.00833954714,71145.21534529037
11000,91164.09237283467,78891.62514960633
11000,98120.17012283477,92537.67464960612
11000,87744.4890228347,75411.25464960634
11000,90701.99052283465,82888.49464960619
11000,91721.67700783466,79524.18537960635
11000,91047.42047283471,78280.09114960638
11000,91799.6600278347,79374.96339960635
11000,94006.65963839999,86515.60931400002
11000,90389.91262843709,79351.99345482694
11000,91412.86577283466,80109.62814960636
11000,94356.38873954715,86506.78284529035
11000,93654.11255783468,88431.8973796063
11000,91102.20703839998,80133.716314
11000,96403.04203,89505.47052
11000,89149.5054511593,77283.2288447492
11000,92031.7569728347,83865.32064960636
11000,94115.89391950001,83934.98441500001
11000,94086.2423228347,83366.58464960635
11000,99462.7887228347,94119.45364960635
11000,91403.21362283465,78570.97664960635
11000,94356.40525434427,84494.76486911743
11000,89369.40984329997,76359.6522265
11000,85784.0071228,71631.553714
11000,98233.74581990959,91694.52253351106
11000,96922.95377283468,87285.35414960636
11000,92323.35084615926,81698.93009474926
11000,94138.4097728347,82813.19914960639
11000,91022.97650580002,80209.17146400001
11000,90067.64828954717,77532.72034529038
11000,87806.82523954715,78845.52834529025
11000,92494.66520580002,83320.61296400003
11000,93342.75364932457,83200.93774914289
11000,89667.40372283466,79505.34814960632
11000,90117.81630800001,80951.59298999998
11000,99832.42345783468,93258.90087960631
11000,96009.14740783467,88745.63537960633
11000,90747.28459585294,78831.93344675025
11000,91199.70240771248,82888.46226968404
11000,90154.6439278347,78060.41439960632
11000,91225.71652283467,82899.29464960632
11000,93401.46300580005,83238.07646400006
11000,91874.76508954715,80087.49584529042
11000,98505.6968228348,95360.46914960608
11000,91506.80786549345,79553.40822714243
11000,89676.51173400003,77581.27759500002
11000,102851.93182283468,100302.85014960634
11000,95617.6654578347,86607.04687960637
11000,91125.57145600958,80032.16751951107
11000,85130.19763609041,71006.20125132633
11000,89175.09912250956,80122.85945951106
11000,93718.83194100003,83132.23774000003
11000,91788.56239100001,80168.28674000003
11000,86056.13418983467,72045.92789960634
11000,92714.31120950001,84346.00202999999
11000,92691.93618400002,84873.964595
11000,95855.39222283475,89976.54214960616
11000,96155.94310519999,88060.74098000002
11000,96007.76367283467,88377.01664960633
11000,96471.72312283466,88754.63164960637
11000,88492.47047283464,75420.45364960634
11000,97574.30280283466,92049.12934210619
11000,91930.485634,83037.03209500003
11000,92348.95602283464,79628.35764960638
11000,95949.41319100001,88085.14324000006
11000,94807.37603399182,89597.21576992684
11000,92047.86150450002,83154.58545000001
11000,96804.69257283464,88212.44314960638
11000,89718.0825644,80674.96901
11000,89439.46181432458,79660.5286851429
11000,92197.80600434425,81996.08886911742
11000,88946.10977283472,77707.74064960635
11000,97471.94108934428,90307.34509911742
11000,94004.94137283467,83886.44914960637
11000,91570.45069662116,83889.28392131688
11000,94138.6950578347,83887.53037960632
11000,90061.2287745,76480.37247000002
11000,90021.46352250958,77909.79845951106
11000,98199.40507283468,90226.75614960631
11000,97266.54547283468,93369.82814960633
11000,91750.51055771248,84274.37993568403
11000,94789.38027283466,83290.51314960633
11000,98273.17467283469,90721.38414960624
11000,98130.58476950001,89279.32122000007
11000,85429.14649454718,70258.39859529033
11000,90173.39049662121,78267.40008731688
11000,99709.52552283468,92108.64664960632
11000,95431.09018400002,85726.29529
11000,92896.96695783471,82427.46687960633
11000,95319.55249100001,88271.74574000006
11000,95311.31354100001,87469.60874000004
11000,91288.42950580001,83426.38946400004
11000,95660.29870619341,91354.67042714242
11000,92715.71485580002,80737.30246400002
11000,85809.62671405575,71342.26931572001
11000,86809.85623954715,73221.00634529036
11000,94703.15052283468,83612.8606496064
11000,96750.198541,88672.47324000005
11000,87773.64497259916,77200.38607895916
11000,93049.94554782458,83426.10874514289
11000,97338.84762999999,90461.10802000001
11000,91404.58422450001,80628.10830000002
11000,94450.70959615926,83799.32759474925
11000,95617.22727283469,87551.80064960632
11000,96371.4161384,86693.84731400001
11000,98377.5967728347,92643.80264960624
11000,90406.93431775001,80184.979295
11000,90604.57721440001,81620.88901000001
11000,88538.55554802647,75214.29071153318
11000,92049.66230283468,79654.79934210634
11000,100287.626341,95089.37674000005
11000,91121.49189100003,82305.14173999999
11000,95942.17317283466,87385.02064960625
11000,91576.49566440002,80208.05851000003
11000,93469.4788245,82867.54780000003
11000,89470.55758954714,77481.96934529027
11000,97139.32142283474,88350.54164960636
11000,90901.8048373096,81977.01818351107
11000,92060.38618500001,81192.99476999999
11000,91124.21812283467,80203.10264960634
11000,87467.12728099182,73929.47102592683
11000,94618.74751432458,87502.4971851429
11000,90046.96061719998,80203.84398
11000,86798.29826609042,76110.37773132633
11000,89148.35575771246,77015.39343568403
11000,86990.36162283467,72961.28664960635
11000,90731.59873959183,77942.91857192686
11000,99624.59187283467,94580.90264960623
